,diag_0_0,diag_0_1,diag_0_2,diag_0_3,diag_0_4,diag_1_0,diag_1_1,diag_1_2,diag_1_3
89,-1.9142851234860967,-1.7742639518708987,-1.3558254479967249,-1.4377708874761759,-1.8613827457865868,1.5705844618715636,0.018647587217969393,1.2208524985837095,1.1827603094309476
90,-2.6425434549350095,-1.55893203444405,-2.7055653174258096,-2.322197126904715,-2.7319185357535285,2.4467638771085825,0.07433931360473864,1.3965211965392978,0.41837972242765525
91,-2.428594052398226,-2.4161309205178862,-6.854191194186739,-2.0543847742719694,-5.484423876195814,1.8518549456122064,2.2625281460267326,2.576771249647054,1.5865879892188417
92,-1.6786285587790073,-1.9913172062877222,-1.4533232821955024,-2.9768439548271983,-3.5288086431628916,1.2374119398383885,0.12799076709124554,0.07978968140346339,2.4837451410931846
93,-1.703094021938026,-5.472917740924235,-3.714709962627143,-3.972738900351494,-6.00360078407324,1.0495204401450962,4.006950749844035,3.654632769477491,3.6025401938429504
94,-1.5061381846277608,-3.174435533734036,-1.8419571551469514,-4.353668140432262,-7.528138037280139,1.3701781410813847,0.2172365069167006,1.678304597894665,1.5269305555743233
95,-8.027311590442128,-1.2945059163123451,-8.845388541836519,-7.591823936198092,-7.143148042657857,7.854152311494001,0.7184541559699313,5.829972251440053,1.6754763112239508
96,-1.2704566150922108,-5.051605131653793,-7.915156350134156,-8.367689723234403,-21.04552685754729,0.9369541772103975,2.494407841744114,3.3897059502675715,2.5330602572658574
97,-1.6046036596495772,-4.591730134788804,-4.513413544549907,-3.8074101953276274,-2.48328368121501,1.2985175732527101,2.1186975100442913,2.9535614015493805,2.075732163063169
98,-3.4714979077346677,-2.4030064070352783,-1.3513657727561499,-3.945497854810711,-3.102746286581236,3.3018740724528945,1.0032918545593958,0.16670256541992576,2.4615909597624355
99,-2.698596010164821,-1.5932123284172273,-4.319143659002165,-2.51016696524648,-2.931743551153909,1.9529256628623397,1.4717788339361855,0.21929203417072285,1.497138580844723
100,-1.524460677296203,-4.402045139042745,-3.144080250997025,-7.734806426941839,-2.1819693293329236,1.1382876875930823,2.5224759357412085,1.645139064961853,0.7069250711137547
101,-1.2907722102121468,-6.566412232889251,-8.42148449212321,-9.788904737979337,-8.77301842210853,1.2897237907562724,2.191350445661199,3.991014481538121,9.43700545852777
102,-8.452777784337835,-1.8427177321753934,-1.7963368032745086,-17.894579433083674,-11.559170861728171,7.0616605581761975,1.6965390962379137,0.004868023331857059,3.5015633431060817
103,-1.3709921096843458,-3.1801261515467067,-5.467570160994371,-8.797800748040322,-7.881243665974002,1.1679209893834253,0.04919553980904144,0.9937218337239562,1.2294566257001265
104,-2.4307936148092315,-2.4533486649843077,-4.190358843363403,-4.178822276936609,-1.0439582560416443,2.2723777739770403,0.9420675966523154,1.95816736235589,2.126355854998256
105,-1.6881284141418729,-2.8525428514153557,-2.9454053922322467,-2.490361743394919,-2.4342520744290894,1.5162727662419342,0.3979269782307822,2.6405265198103045,0.2756016663526067
106,-3.4870156979739395,-1.8602913800710101,-4.9693778972098155,-3.215871295928966,-11.221490695667482,2.3398011717158265,1.789610618128437,4.578771531335256,2.2860320682102393
107,-6.327221284596496,-1.8603680253901471,-1.625289297475578,-6.48045562964755,-6.3807820046416115,6.303896714043848,0.8450355044490461,0.35687063344465064,5.254122508700749
108,-3.7024832279554367,-1.906971060473812,-3.604397119676965,-3.447793036403156,-2.930379282738955,3.1577959678678162,1.3793005766338275,1.1342828263137752,2.873360961978773
109,-2.1860564323883187,-4.223987760188871,-3.240863892696341,-1.831916002750531,-5.5560609129038445,1.8703261364730388,1.7109035125023808,3.1374751490883845,1.5150909612955092
110,-3.7834828646947694,-3.71052430125858,-1.606286980289029,-3.7351099290675887,-3.7693255491837374,2.834720365194946,3.261135665796997,1.0726656122997094,0.1950644697638959
111,-3.4961551857896738,-2.73430789387998,-1.6016772766779133,-1.9896589529847601,-3.0007042404747946,3.2159239189726017,1.6166086231279866,0.21079869444005744,0.17045461721230745
112,-1.4656863330157126,-2.866482931630744,-3.049021033683802,-2.6728725322621374,-1.5812464417044867,1.257626730906671,0.10185625764231053,1.613603114356535,0.6159581661194292
113,-2.0045867726425226,-1.8057116531370159,-2.4784184741163,-1.2084006948703119,-0.13396517425271098,1.7523453385255807,0.07210420424531168,0.04065610335691269,0.6992464575906151
114,-2.0657962830304113,-2.4641561344550116,-2.28224502981353,-2.618815314898993,-0.9840953206186834,1.9846095707606592,0.40746087608636,0.6120717971120273,2.4306773102922947
115,-2.1403383522851422,-3.5127900919112585,-1.3654713213369603,-3.717264970697259,-3.6870639493229103,2.080041550827298,1.1583582207523955,0.2981992923414565,0.511380355141061
116,-2.1171495245209226,-1.9369437959895937,-2.782094267314237,-5.170794872576633,-1.5150083269705792,1.8328812952480134,0.2720739228371937,1.6053896215174792,2.6155601215599824
117,-4.774159420518684,-1.4634941489113336,-4.279945870328543,-4.3862494491207435,-5.698095430192651,4.578313383129983,0.6749030622550001,0.7770046135402111,4.2461984691155585
118,-24.851903262173334,-12.859601004909031,-1.2782442030611143,-6.370051385670522,-8.996027199359197,24.557331626916476,12.59545716948942,0.697663721027318,4.645361251929577
119,-1.2703440615660775,-5.546933141020768,-13.679961264115763,-36.62506979730208,-29.33005585880215,1.1561022824546117,3.6099963131793396,2.9299418727071442,16.811206243743086
120,-1.363029535248281,-5.563144253601322,-5.3936271543613445,-5.188408057831628,-2.3704205739382194,1.0605682503265819,2.4188995648556566,2.0864197058072373,3.6201952723311726
121,-2.2806931841563793,-1.646127912262689,-6.368630088542309,-6.717959710967524,-2.4012952275509805,1.7321581180363625,0.9530037210918393,1.9554220433997056,1.317017508562446
122,-5.099331054917249,-1.3494101357876687,-7.407610946677741,-18.347968575853294,-4.380722480236038,4.270769629661303,1.0832500378928693,4.846975393444339,12.51663928285265
123,-1.339347297328727,-3.3232788087659126,-1.7965988105349837,-0.3590405366390149,-2.0365860961020377,1.1271201698738873,0.00048689784158232886,0.3366836468969173,0.23895941828212303
124,-1.593117845670789,-2.7312643464376185,-3.6636464840387193,-5.213934234772936,-5.3938815938629165,0.7751260505302913,2.6061130331607134,2.01120447956992,2.048281326166791
125,-1.7833421559206368,-5.176377175852668,-3.953246974722416,-1.9824683138613177,-1.1256526407878598,1.7593259964592194,1.8895678733753518,2.4025417528023456,0.48105481194981853
126,-1.8845737978941293,-3.1630197137813796,-5.595700174099967,-2.577485319297183,-3.3680155081004237,1.0225479336008283,3.055628342098538,3.9149493835388602,1.4648388257385603
127,-1.861582813096778,-1.9688865836207292,-1.9523357055743729,-1.5300952403988446,-1.878663479528644,1.5772187839559773,0.07279394999526409,0.922979807592479,1.31650858450561
128,-1.934657515468196,-3.637192201828611,-8.465459595324969,-1.7235378278001385,-3.9590789633371397,1.3925353318079887,1.9254792140931571,8.215357154946089,0.47340818893840175
129,-2.7390237024565605,-1.584992189143086,-2.2654313283979888,-1.9964643594478433,-1.4436700796156456,2.585101212629938,0.041150373866530206,2.2210749240231067,1.9908794452871537
130,-6.574479690766567,-1.437741136788916,-3.063645312009254,-6.21405549676778,-5.721085710643229,6.052317408113673,0.9619584682623596,0.15648823614148402,1.686580719381925
131,-2.5174699984045006,-1.561829520511285,-3.9407774812717697,-3.5060504668284955,-2.304917300622784,2.0372606346143742,0.5933421938464044,0.23270328646958974,0.6419542263252546
132,-2.0560034565005405,-1.69050103517066,-4.72834481555723,-2.862652376123971,-2.5990547159993325,1.7697042973655233,0.012862785042468221,3.8464924104118148,1.6825204713068955
133,-2.4556225394571807,-1.6172855241997428,-2.000989065263484,-1.2045841353664972,-1.7271317513595277,2.0309713585232907,0.2242815802889972,0.3228655636217256,0.9773898748753499
134,-4.527459355647372,-1.705083480577457,-2.2719820943651547,-3.541021264912504,-1.6631158092210214,4.068897765193689,0.9479639851186135,0.47571220558578386,0.1453150053692305
135,-2.966279989533064,-5.759185855007999,-1.8748087865439904,-3.3074381201910774,-5.843375349883227,2.6685027054623354,3.9935380842042134,1.1063564222696531,3.288601809824593
136,-6.7654561242638795,-1.4758165635616913,-5.5866738817164725,-3.3176045210001597,-8.162055637935575,6.664512122557445,0.8763843455327404,1.9073776394328528,2.684803514852132
137,-2.3721858862437015,-1.5884727704825665,-2.226638590932042,-2.3786451808672466,-2.417290812491324,2.063348191059534,0.07647842794289653,1.4103580090399885,0.19796661453404335
138,-1.7321184683201518,-2.778060753512762,-2.457708753138031,-3.475730261268089,-1.4359589384518883,1.2628175133224002,0.8713013092451917,1.968561131051996,0.39529307270964237
139,-1.4704479502238845,-2.710050670752148,-18.707209195060017,-21.404366502973136,-23.0319872745039,1.1141533402983332,2.4870460020610174,1.0071978201065168,18.81018412508158
140,-2.622041119620722,-2.9736068170565697,-1.9934108803736232,-2.3112077825934025,-3.1728836523789337,2.1623666093350424,2.0458598413610014,0.2818792099325046,2.0047854765761017
141,-3.697017449853669,-1.5917995437510477,-7.8883856385182325,-7.563611613437538,-4.258511607077009,2.807703792807512,1.2350382047943924,7.798247665783017,5.568107383966662
142,-2.6844869834427345,-4.664567514002121,-1.4896191749590468,-2.245810965622133,-3.2861295176777254,2.443780289993033,2.7396588558412973,0.3869962805230913,0.6135731977614652
143,-10.550522682239505,-9.387344457474923,-1.7973510119143634,-4.816287145878925,-1.9782668061885946,10.490337081240991,7.805462465705424,1.5043605170367025,2.6938750946635763
144,-5.403095177430349,-1.6134307445730662,-2.4018073842809624,-6.176373907582398,-10.048187792861658,5.360618298356035,0.5918471434149861,1.6343139050596591,2.0982258614480576
145,-1.6045390881326582,-4.8407187252244475,-2.084067591699335,-1.9380579714787336,-9.194711458775288,1.561275086566616,1.7878293560749088,0.03605890396766968,0.3174259932559471
146,-1.5360085707492575,-4.461275141493836,-5.368847733091066,-3.286014037590214,-4.502085658312986,1.2373107354467279,1.4450310464237868,5.109070166782479,2.6360008158632455
147,-2.6393886434679175,-1.8143489176744485,-2.5435702293686635,-1.665564336289329,-4.507552301657651,2.522790711953509,0.24407610942329994,1.4353841832040064,0.019955938661795784
148,-1.932874805236172,-2.5326996339232943,-7.311531244385647,-6.653137469565135,-2.3929662054500196,1.3531813504049566,2.065567389089816,3.402371442622081,5.284502068069318
149,-1.5542414881340845,-3.495948361876122,-4.750283593883015,-2.664876055773956,-4.570929637756129,1.268154457205646,1.9555960952281688,0.6309755059827612,0.8784970831180698
150,-2.0464994475704215,-2.703732648851904,-1.8542957254407348,-2.4598595164393258,-2.9558081225955117,1.3597239061717525,1.7393512222917473,0.25843155877183155,1.3300804986924621
151,-1.414200751553886,-4.803542656715504,-7.427477972212959,-4.03399837118107,-6.611284045270216,1.3793040498222324,1.1548745895310197,7.085136178578658,0.33680234228118466
152,-2.4244939483012757,-17.141472137374226,-1.7621615407938416,-1.8537384822648502,-7.797859936426993,2.279614225409589,13.767845840527254,0.393297742572522,1.132442658991478
153,-2.5034137242141012,-1.6482572893903502,-3.057704907244363,-5.160598084987862,-5.42097889260999,2.2971676475729823,0.1359795492658006,2.301442879522299,3.9419534412288533
154,-1.3564902617288868,-4.375030842751793,-3.9679057077860906,-19.525488978039707,-19.405681439680166,0.8227834922743719,3.2379739004289774,0.9953116236129775,17.702178843555764
155,-2.1025721630447753,-2.919744885695203,-4.386432584663046,-3.197244418013457,-1.5245096044243653,1.5752528490937407,2.336203759767329,1.673077798296012,1.2708425890904114
156,-1.367308819243753,-11.743994611986318,-3.4850462657890446,-30.665445028709836,-7.93428738871547,0.9352985734769675,10.735100976926597,1.5755654262674867,18.723833104942575
157,-2.063763851257449,-2.1678927966588146,-1.813056374276209,-0.7538720289741547,-1.7962901251114476,1.6093919228521585,0.7188975436707251,0.04947502394637689,0.7167964748373674
158,-1.2790951502131,-20.831543687052044,-7.778114735021782,-7.203711421550778,-8.188623418004674,1.1763587706297867,16.691971131337066,5.138167065510541,1.4211611108402546
159,-3.0374955956556904,-1.6621119195386191,-3.524497512229429,-2.8215115978408973,-2.392389511773194,2.2074975068530365,1.0058068801923103,2.3810169639279324,0.078597242288291
160,-1.4322651465030658,-3.68527493944446,-3.567870827618526,-1.2908995203454243,-8.127988196994485,1.2274129188893788,0.2920796249386798,3.0720999596399485,0.8836450961282981
161,-2.2983549657649833,-2.051056997309532,-4.530596157337697,-2.8588989461388414,-2.0094648691269907,1.8859979417627177,1.000282026552648,1.097462190190121,2.5238129817572044
